,rmse,rel,acc_1,acc_2,acc_3
0,5.047673467379897,1.6239161704903218,0.2985018545122289,0.5301381011507404,0.6815047192929397
1,2.4246254536642957,0.4544146238867916,0.47135415717737,0.7699962445159456,0.9113723982625933
2,2.117565781322878,0.3857490197936101,0.5376237897730586,0.8374223851445896,0.9528435095032649
3,2.0579833984375,0.395295555911847,0.5367723151819029,0.8295741294746968,0.9453407401469216
4,1.9654413479477613,0.3579165899931495,0.5899617209363339,0.8815114604893015,0.9677282304906133
5,1.8255008298959305,0.33176575845746853,0.6497143418041628,0.9146827014524546,0.9764936077060984
6,1.6731875974740555,0.32790434538428465,0.6650510759495977,0.9203072163596082,0.9774386277839319
7,1.524519849179396,0.3185472915421671,0.6925475846475629,0.933493998513293,0.9796133468400187
8,1.5165593161511777,0.29907841468924906,0.7423640578540404,0.9489139158334305,0.9820618131267491
9,1.3554800232844566,0.29059999380538715,0.7745509361153218,0.9604525210252449,0.9845543477072645
10,1.2563960516630714,0.266333024893234,0.837890625,0.9689863973589086,0.986209470834305
11,1.2573441462730295,0.2773497851926889,0.8098146808681204,0.9646489157605527,0.9861129077512827
12,1.3106971854594216,0.30339670892971665,0.7430386899122551,0.942293252517928,0.9817597118776236
13,1.1944090430416279,0.27081219118032884,0.8266947732042911,0.9694898235264109,0.9870711369300956
14,1.1241762531337454,0.2519820768441727,0.874849461797458,0.9744702239534748,0.9879633206040112
15,1.0914705191085587,0.2574180204476883,0.8626727203824627,0.9747963521017957,0.9881753494490438
16,1.1319190637389225,0.2568042812062733,0.8555596764407941,0.9743791267053404,0.9882287552107626
17,1.0531119730935168,0.23961665025397913,0.8960878742274954,0.9753537533888176,0.988883402810168
18,1.03122289856868,0.2379164624570021,0.9015094130786497,0.9787771879737057,0.9892984646469799
19,1.0612478683243936,0.24367417862166219,0.8916510396928929,0.9784337513482393,0.9891853901877332
20,0.9962003337803171,0.24098140090259154,0.8981467859068913,0.9794369597933186,0.9895500069233909
21,0.966649752944263,0.2368337716629256,0.9068909830121852,0.980538553266383,0.9898460729798274
22,1.0862360712307602,0.237146662242377,0.9051605338480935,0.9790980780302588,0.9890169741502449
23,1.0364525638409514,0.241701239970193,0.8927485337897912,0.9787910803040462,0.989543971730702
24,0.960399001391966,0.2216453694585544,0.9306574010137302,0.9820021444292211,0.9902826565415112
25,0.921928576569059,0.22561840512859288,0.9270565545381005,0.9827017712948928,0.9905866936071596
26,0.9393044087424207,0.2285970716334101,0.9121831068352088,0.9814510060780084,0.9905756480658232
27,0.9085177521207439,0.2202440802730731,0.9285228216826026,0.9830780029296875,0.9908950577920942
28,0.9048243280666978,0.22067716228428172,0.9304641040403452,0.9835192552253381,0.9909977699393657
29,0.8924813341738572,0.2171478840842176,0.9363286601963328,0.9840327020901353,0.991188504802647
30,0.8673788611568621,0.21068081926943652,0.9415116950647154,0.9843679399632695,0.9913981423449161
31,0.8885917663574219,0.21000062173871853,0.9421985113798682,0.9847398444787779,0.9915304610978312
32,0.8738535980680096,0.21217266481314132,0.9332639210259737,0.9844164492479012,0.9915096226023205
33,0.8490811817681612,0.20694950445374447,0.9430178741910564,0.9850534467554805,0.9916739392636428
34,0.8523473597284573,0.20565687720455342,0.9346782058032591,0.9850566351591651,0.9917806369155201
35,0.8826129970265858,0.19981664686060663,0.9503498362071479,0.9855091607392724,0.9918668376865671
36,0.9417920468458488,0.21214984779927268,0.9244688233332847,0.9835562634823928,0.9911353267840485
37,0.9024495936151761,0.20417165044528335,0.9341411305897271,0.9847681984972598,0.9917287114840835
38,0.8082114831725163,0.18275833129882812,0.9606769618703358,0.9864524727437034,0.9922760920738106
39,0.8314786882542852,0.18871518035433185,0.9523547158312442,0.9862609407795009,0.9922381728442747
40,0.7976031516914937,0.18577545792309205,0.9556832384707322,0.9864520172574627,0.9923250568446829
41,0.7862311975279851,0.17305537835875553,0.9635724879022854,0.9869068202687733,0.9925033797079058
42,0.7918390871873543,0.1881834713380728,0.9444163877572587,0.986377659128673,0.9924100050285681
43,0.7853641794688666,0.17596528067517636,0.9600059167662663,0.9869612508745336,0.9925435763686451
44,0.7795779100104944,0.1683025360107422,0.9637672082701726,0.9871810229856577,0.9926335349011777
45,0.7671938084844333,0.1609939888342103,0.9669904566522854,0.9874223168216535,0.9927197356722248
46,0.7667913863907999,0.17155413841133688,0.9600621693169893,0.9872732589493937,0.9926950255436684
47,0.7635992818803929,0.17116135269848268,0.9553238598268423,0.9872015198664879,0.9927247460208722
48,0.7836641909471199,0.16472779459028103,0.9603923968414763,0.9874037557573461,0.9927749633789062
49,0.7584199478377157,0.16504622217434556,0.9629318465047808,0.9875694388773903,0.992842603085646
