,rmse,rel,acc_1,acc_2,acc_3
0,9.967079276469216,4.608883530346315,0.18415660288796495,0.3272163049498601,0.4244557565717555
1,3.698895127026003,0.8068628453496677,0.4170449100323577,0.6856128635691173,0.8163447593575093
2,3.323202332453941,0.5481189329232743,0.5438786407015217,0.8017432938760786,0.889107319846082
3,2.675303217190415,0.4150596163166103,0.6543560312755072,0.8766852990904851,0.932927829116138
4,2.099980368543027,0.3682784749500787,0.7197837829589844,0.9078616811268365,0.949745007415316
5,1.8436574224215836,0.36135326214690705,0.7073516276345324,0.9118397840813025,0.9550880887615147
6,1.699266917669951,0.33854245427829116,0.7520942687988281,0.9233254959334188,0.9596456271498951
7,1.605230644567689,0.3242201733945021,0.7786345410702834,0.9319049208911497,0.9633912043784981
8,1.5346905153189132,0.3215361068497843,0.7634506794943738,0.9317152678076901,0.9662269478413597
9,1.4930098804075327,0.30879131715689134,0.781057386255976,0.9390667018605702,0.9696050615453008
10,1.4123062589275304,0.2933221503869811,0.8173956230505189,0.9463572146287605,0.9731719742960004
11,1.355390747981285,0.28996831979324567,0.8148618100294426,0.9503417513263759,0.9760142084377915
12,1.3227646101766557,0.28112237844894183,0.8252636923718808,0.9549277006690182,0.9786231197527985
13,1.2848321715397621,0.27727468689875817,0.8338225065772213,0.9577993136733326,0.9801959137418377
14,1.2381058877973414,0.2630029934555737,0.862252420453883,0.9619840935095033,0.9818401051991021
15,1.2317941010887943,0.2693914157241138,0.8480140344420476,0.9624592795300839,0.9831059014619287
16,1.2602780470207555,0.2637589013398583,0.8538399312033582,0.9644379117595616,0.984132909063083
17,1.391054295781833,0.25491925139925375,0.8746654453562267,0.9657066686829524,0.9841908696872085
18,1.2373489835369054,0.25554306827374357,0.8714462963502798,0.9690513041482043,0.9860097401177705
19,1.1602137551378848,0.24063426345141967,0.9009755832045826,0.9723001736313549,0.9871009712788597
20,1.1258719145362057,0.2418649588058244,0.8972650784165112,0.9735315806830107,0.9876037142170009
21,1.0947078875641325,0.23300511089723502,0.9132504819044426,0.9753134428565182,0.9880911983660797
22,1.1042827777008513,0.23003388874566377,0.9171485900878906,0.9759493016484958,0.988280566770639
23,1.0824086203503964,0.22955535774800315,0.9162306145055971,0.9765392702017257,0.9885425852305854
24,1.0644667895872202,0.22810375156687268,0.9202920145063258,0.9774046940590019,0.9888652972321013
25,1.044579349347015,0.2206525375593954,0.9281665175708372,0.9782672711272737,0.9891448519123134
26,1.0190630101445894,0.21767108120135406,0.9320321723596373,0.9788911734054337,0.9892912907386894
27,1.0417982642330341,0.2172420273965864,0.9314789843203416,0.9790217840849463,0.9893953693446829
28,1.0143210567645173,0.2132767065247493,0.9358177754416395,0.9797283571157882,0.9896108143365205
29,0.998404317827367,0.2155045608975994,0.9357002030557661,0.980030686108034,0.9897722842088387
30,0.9912436186377682,0.21412408173973882,0.936470544160302,0.9803470213021805,0.9898699860074627
31,0.9809610167546059,0.21808015054731228,0.9325886057383979,0.9806007271382347,0.9899714455675723
32,0.979369433958139,0.2129594603581215,0.9369464134102437,0.9808570520201726,0.9900732467423624
33,0.9719611779967351,0.20452492272675926,0.9427182781162546,0.981380861196945,0.9902246959173857
34,0.961899145325618,0.20356131311672837,0.9438078581397213,0.9816285318403102,0.9902991679177355
35,0.9475214374599172,0.20317735244978719,0.9455420650652985,0.9819477138234608,0.9904343334596548
36,0.931787120762156,0.20881295560011223,0.9413633204218167,0.9820390388147154,0.9905023147810751
37,0.921858033137535,0.19964744795614214,0.9473095224864447,0.9825220819729478,0.9906592297909865
38,0.9194240285389459,0.19984243876898466,0.9480884608937733,0.9827500528364039,0.9907487328372785
39,0.9197429827789763,0.198175729210697,0.9485560175198228,0.9829571852043494,0.9908146644706157
40,0.9043939505050431,0.19594192504882812,0.9504762905747143,0.9832444831506529,0.9909330908931903
41,0.8995617539135378,0.1946525716069919,0.9510149030543086,0.9833479923988456,0.9909786395172575
42,0.8993592902795592,0.19933020178951436,0.9484073012622435,0.9833797625641325,0.9910151922880713
43,0.8995765002805796,0.19893439848031572,0.9484964057580748,0.983559224142957,0.9910993433710354
44,0.8759176339676131,0.19336885480738397,0.9518463362508746,0.9839332922181087,0.9912381528028801
45,0.8840818262811917,0.19484946976846723,0.9513535001384679,0.9839239547501749,0.9912473763992538
46,0.8702246253170184,0.1904091479173347,0.9536928205347773,0.9842348241094333,0.9913782148218867
47,0.8553761154858034,0.19021977951277547,0.9532712680190357,0.9843796687339669,0.9914336702716884
48,0.8621983314628032,0.1879808938325341,0.9542370696565998,0.984536356000758,0.9914800159966768
49,0.8394923423653218,0.18292251985464522,0.9565059604929455,0.9848439230847714,0.9916064134284631
