,rmse,rel,acc_1,acc_2,acc_3
0,6.158233187091884,2.2325523718079525,0.2499443168070779,0.4605236053466797,0.6139741015078416
1,2.5861989491021453,0.5082991870481577,0.42654290839807313,0.7219267887855644,0.8802851207220732
2,2.2109614130276354,0.4097562761449102,0.5064892555350688,0.8050318475979478,0.9303864436363106
3,2.084878949976679,0.41959605999846955,0.49150717436377683,0.7951197268357918,0.9297180745139051
4,1.7995879899210006,0.35911639768685866,0.5939567338174848,0.8842974990161497,0.966312009896805
5,1.6262923283363455,0.34627165723202835,0.6446904424411147,0.8977877488776819,0.9643583155390042
6,1.5329744709071829,0.3468598323081856,0.6236297265807195,0.9003767896054397,0.9720991903276586
7,1.452237371188491,0.32853439672669366,0.6654344245569029,0.9269298724274138,0.9783378714945778
8,1.4183463480935168,0.29974165959144705,0.7436661222087804,0.9488329531541512,0.9824474961010378
9,1.2760433367828825,0.2868973746228574,0.7829243104849288,0.9575688376355527,0.9844615423857276
10,1.2842985694088154,0.28216911429789526,0.795906522380772,0.9626849729623368,0.9853005480410447
11,1.2259540842540229,0.27907812773291746,0.8004940659252565,0.9601825315560868,0.9849802273422924
12,1.2348276394516675,0.2838299594708343,0.7773818400368762,0.9633347240846548,0.9864528143583838
13,1.1872794307879548,0.27179800574459245,0.8144912719726562,0.9671506739374417,0.9870093046729245
14,1.1524547747711638,0.26366703545869286,0.8378647192200618,0.9716228655914763,0.9876854739972015
15,1.1132448111007462,0.26925405815466125,0.8267682203605994,0.9702178044105644,0.9877853393554688
16,1.0869347871239505,0.2506332112782037,0.8735207514976387,0.9750546128002565,0.9887322952498251
17,1.0569174467627682,0.24827666780841884,0.8811164969828591,0.9774627685546875,0.9890761873615321
18,1.0065394159573227,0.2361152421182661,0.9057344465113398,0.9795583468764576,0.9895929365015742
19,0.997052662408174,0.23127501758176888,0.9141046324772621,0.9804462034310868,0.9898921909616955
20,0.9687927018350629,0.23200123345673973,0.9146243422778685,0.9812287287925606,0.9901988470732276
21,1.1867572158130246,0.23394419541999475,0.9072908429957148,0.9796032122711638,0.9891594274720149
22,1.0102952416263409,0.23595855485147504,0.9029341171036905,0.980515551211229,0.9902454205413362
23,0.9645513278334888,0.2371760268709553,0.8998573075479536,0.9814243601329291,0.9906859896076259
24,0.9204965278283873,0.22317819452997464,0.9294713717788013,0.9832352595542794,0.990958598122668
25,0.8850708577170301,0.2100482200508687,0.9451383334487232,0.9841461181640625,0.9912585358121502
26,0.9157494502281075,0.22342528158159397,0.9210957199779909,0.9834481993717934,0.9911930596650537
27,0.9370802694292211,0.216756180151185,0.9309920695290637,0.9838421949699744,0.9911945399953358
28,0.8964653015136719,0.21745508108566056,0.9278499546335705,0.9841751554119054,0.9915042706389925
29,0.8684629184096607,0.2018861343611532,0.9483954016842059,0.9851414694714902,0.9917303056859258
30,0.8419422889823345,0.1994083034458445,0.950573024465077,0.9855407031614389,0.9918718480352146
31,0.851231532310372,0.1977965084474478,0.9511036089996794,0.9856528666482043,0.9919233179804104
32,2.537593556873834,0.6028845488135495,0.5912787024654559,0.7760297860672225,0.8635482788085938
33,1.2744441245918843,0.2684370866462366,0.8192197885086288,0.9687683333211871,0.9878934034660681
34,0.9707372864680504,0.21520218920351855,0.9294503055401703,0.9834447832249883,0.9912074074816348
35,0.8973407460682428,0.19942406042298275,0.9484710693359375,0.984993436443272,0.9916914754839086
36,0.8814706375349813,0.1938800669428128,0.9524536702170301,0.985454616261952,0.9918852848793144
37,0.8344740227087221,0.19258287059727,0.95303003111882,0.9857816553827542,0.9919997257972831
38,0.8316183517228312,0.18856344650040813,0.9531323447156308,0.986031147971082,0.9920923033756996
39,0.8215268263176306,0.1809895074189599,0.9608654193024138,0.9864031663581506,0.9922093633395522
40,0.8054529446274487,0.18362022513773904,0.9587183710354478,0.9864514478996619,0.9922552535782999
41,0.8157507483638934,0.18397336931370978,0.9580428849405317,0.9864717170373717,0.9922521790461754
42,0.7993868358099638,0.17509612752430476,0.9621528511616722,0.9868085491123484,0.9923799429366837
43,0.7918672703984958,0.17593422220714056,0.9616028515260611,0.9868718616998018,0.9924303880378381
44,0.7915252002317514,0.16824147238660214,0.9644277771907066,0.9870410748382112,0.9924875515610424
45,0.8423015537546642,0.17547251573249475,0.957170287174965,0.9866959301393423,0.9923949739826259
46,0.8035003320494695,0.17095103192685254,0.9620364744271805,0.9870315096271571,0.9925189801116487
47,0.7887863045308128,0.1714202112226344,0.9625014120073461,0.9872045943986124,0.9926112160753848
48,0.8362445546619928,0.1671263993676029,0.9617401806276236,0.9870812714989505,0.9925461954145289
49,0.8574784122296234,0.17359582701725745,0.9529618789900595,0.9863907543580923,0.9922355537983909
